Magnetic Link para baixar todos de uma vez (Tamanho: 371.49 Gb);magnet:?xt=urn:btih:009a0979afcf4bd3e52abc889d9e7a2652c009c4&dn=1389+sony+playstation+roms&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce
Akuji - The Heartless [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Akuji%20the%20Heartless%20%28USA%29.7z
Akumajou Dracula X - Gekka no Yasoukyoku (J) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Akumajou%20Dracula%20X%20-%20Gekka%20no%20Yasoukyoku%20%28J%29%20%28v1.0%29%20%5BSLPM-86023%5D.rar
Akumajou Dracula X - Gekka no Yasoukyoku (J) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Akumajou%20Dracula%20X%20-%20Gekka%20no%20Yasoukyoku%20%28J%29%20%28v1.1%29%20%5BSLPM-86023%5D.rar
Akumajou Dracula X - Gekka no Yasoukyoku (J) (v1.2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Akumajou%20Dracula%20X%20-%20Gekka%20no%20Yasoukyoku%20%28J%29%20%28v1.2%29%20%5BSLPM-86023%5D.rar
Akumajou Dracula X - Gekka no Yasoukyoku (Japan) (v1.2) [En by Gemini+Throughhim413 v1.0];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Akumajou%20Dracula%20X%20-%20Gekka%20no%20Yasoukyoku%20%28Japan%29%20%28v1.2%29%20%5BEn%20by%20Gemini%2BThroughhim413%20v1.0%5D.rar
Alex Ferguson's Player Manager 2001 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alex%20Ferguson%27s%20Player%20Manager%202001%20%28E%29%20%5BSLES-03150%5D.rar
Alex Ferguson's Player Manager 2002 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alex%20Ferguson%27s%20Player%20Manager%202002%20%28E%29%20%5BSLES-03775%5D.rar
Alexi Lalas International Soccer [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alexi%20Lalas%20International%20Soccer%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.7z
Alice in Cyberland (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Alice%20in%20Cyberland%20%28Japan%29%20%5BSLPS-00636%5D.rar
Alien Resurrection (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alien%20Resurrection%20%28E%29%20%5BSLES-02913%5D.rar
Alien Resurrection [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alien%20Resurrection%20%28USA%29.7z
Alien Trilogy (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alien%20Trilogy%20%28E%29%20%5BSLES-00101%5D.rar
Alien Trilogy (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alien%20Trilogy%20%28G%29%20%5BSLES-00246%5D.rar
Alien Trilogy (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alien%20Trilogy%20%28Japan%29.7z
Alien Trilogy [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alien%20Trilogy%20%28USA%29.7z
Alive (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Alive%20%28Japan%29%20%28Disc%201%29%20%5BSLPS-01527%5D.rar
Alive (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Alive%20%28Japan%29%20%28Disc%202%29%20%5BSLPS-01528%5D.rar
Alive (Japan) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Alive%20%28Japan%29%20%28Disc%203%29%20%5BSLPS-01529%5D.rar
All Star Action (E) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/All%20Star%20Action%20%28E%29%20%28Disc%201%29%20%5BSLES-04107%5D.rar
All Star Action (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/All%20Star%20Action%20%28E%29%20%28Disc%202%29%20%5BSLES-14107%5D.rar
All Star Racing (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/All%20Star%20Racing%20%28E%29%20%5BSLES-03740%5D.rar
All-Star Baseball [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/All-Star%20Baseball%2097%20featuring%20Frank%20Thomas%20%28USA%29.7z
All-Star Racing [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/All%20Star%20Racing%20%28USA%29.7z
All-Star Racing 2 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/All%20Star%20Racing%202%20%28USA%29.7z
All-Star Slammin' Dodgeball [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/All-Star%20Slammin%27%20D-Ball%20%28USA%29.7z
Allied General [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Allied%20General%20%28USA%29.7z
Alnam no Kiba - Juuzoku Juuni Shinto Densetsu (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alnam%20no%20Kiba%20-%20Juuzoku%20Juuni%20Shinto%20Densetsu%20%28Japan%29.7z
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alnam%20no%20Tsubasa%20-%20Shoujin%20no%20Sora%20no%20Kanata%20e%20%28Japan%29%20%28Disc%201%29.7z
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alnam%20no%20Tsubasa%20-%20Shoujin%20no%20Sora%20no%20Kanata%20e%20%28Japan%29%20%28Disc%202%29.7z
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alnam%20no%20Tsubasa%20-%20Shoujin%20no%20Sora%20no%20Kanata%20e%20%28Japan%29%20%28Disc%203%29.7z
Alone in the Dark - Jack is Back (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alone%20in%20the%20Dark%20-%20Jack%20is%20Back%20%28E%29%20%5BSLES-00037%5D.7z
Alone In The Dark - One Eyed Jack's Revenge [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alone%20in%20the%20Dark%20-%20One-Eyed%20Jack%27s%20Revenge%20%28USA%29.7z
Alone in the Dark - The New Nightmare (E) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28E%29%20%28Disc%201%29%20%5BSLES-02801%5D.rar
Alone in the Dark - The New Nightmare (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28E%29%20%28Disc%202%29%20%5BSLES-12801%5D.rar
Alone in the Dark - The New Nightmare (G) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28G%29%20%28Disc%201%29%20%5BSLES-02803%5D.rar
Alone in the Dark - The New Nightmare (G) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28G%29%20%28Disc%202%29%20%5BSLES-12803%5D.rar
Alone In The Dark - The New Nightmare [Disc1of2] [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28USA%29%20%28Disc%201%29.7z
Alone In The Dark - The New Nightmare [Disc2of2] [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28USA%29%20%28Disc%202%29.7z
Alone in the Dark (I);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/NewAdditions/PSX-PAL/Alone in the Dark.rar
Alone in the Dark 2 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Alone%20in%20the%20Dark%202%20%28Japan%29.rar
Alone in the Dark 2 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alone%20in%20the%20Dark%202%20%28Japan%29.7z
Alundra (I);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alundra%20%28I%29%20%5BSLES-01257%5D.7z
Alundra (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Alundra%20%28J%29%20%5BSCPS-10035%5D.rar
Alundra (S);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alundra%20%28S%29%20%5BSLES-01258%5D.7z
Alundra [E];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psx/Alundra%20%5BE%5D%20%5BSLES-01135%5D.rar
Alundra [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alundra%20%28USA%29%20%28v1.1%29.7z
Alundra [U] (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alundra%20%28USA%29%20%28v1.0%29.7z
Alundra 2 - A New Legend Begins (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Alundra%202%20-%20A%20New%20Legend%20Begins%20%28E%29%20%5BSLES-02600%5D.7z
Alundra 2 - Mashinka no Nazo (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alundra%202%20-%20Mashinka%20no%20Nazo%20%28Japan%29.7z
Alundra 2 - Mashinka no Nazo (Japan) (Demo);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Alundra%202%20-%20Mashinka%20no%20Nazo%20%28Japan%29%20%28Demo%29.7z
Alundra 2 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Alundra%202%20%28Japan%29%20%5BSCPS-10115%5D.rar
Alundra 2 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Alundra%202%20-%20A%20New%20Legend%20Begins%20%28USA%29.7z
Amazing Virtual Sea Monkeys [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Amazing%20Virtual%20Sea-Monkeys%2C%20The%20%28USA%29%20%28En%2CEs%29.7z
Amazing Virtual Sea-Monkeys, The (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Amazing%20Virtual%20Sea-Monkeys%2C%20The%20%28E%29%20%5BSLES-03858%5D.rar
America Oudan Ultra Quiz (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/America%20Oudan%20Ultra%20Quiz%20%28J%29%20%5BSLPS-00241%5D.rar
American Pool [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/American%20Pool%20%28USA%29.7z
Amerzone - Das Testament des Forschungsreisenden (G) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Amerzone%20-%20Das%20Testament%20des%20Forschungsreisenden%20%28G%29%20%28Disc%201%29%20%5BSLES-02348%5D.7z
Amerzone - Das Testament des Forschungsreisenden (G) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Amerzone%20-%20Das%20Testament%20des%20Forschungsreisenden%20%28G%29%20%28Disc%202%29%20%5BSLES-12348%5D.7z
Ancient Roman - Power of Dark Side (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Ancient%20Roman%20-%20Power%20of%20Dark%20Side%20%28Japan%29%20%28Disc%201%29%20%5BSLPS-01108%5D.rar
Ancient Roman - Power of Dark Side (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Ancient%20Roman%20-%20Power%20of%20Dark%20Side%20%28Japan%29%20%28Disc%202%29%20%5BSLPS-01109%5D.rar
Andretti Racing (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Andretti%20Racing%20%28E%29%20%5BSLES-00438%5D.rar
Andretti Racing [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Andretti%20Racing%20%28USA%29.7z
Angel Blade - Neo Tokyo Guardians (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Angel%20Blade%20-%20Neo%20Tokyo%20Guardians%20%28Japan%29%20%5BSLPS-00894%5D.rar
Angel Graffiti - Anata he no Profile (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Angel%20Graffiti%20-%20Anata%20he%20no%20Profile%20%28Japan%29%20%5BSLPS-00163%5D.rar
Angelique Duet (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Angelique%20Duet%20%28Japan%29.rar
Angelique Special (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Angelique%20Special%20%28Japan%29%20%5BSLPS-00320%5D.rar
Angelique Special 2 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Angelique%20Special%202%20%28Japan%29.7z
Angelique Tenkuu no Requiem (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Angelique%20Tenkuu%20no%20Requiem%20%28Japan%29%20%5BSLPM-86165%5D.rar
Animaniacs - Ten Pin Alley 2 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Animaniacs%20-%20Ten%20Pin%20Alley%20%28USA%29.7z
Anime-chic Story 1 - CardCaptor Sakura (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Anime-chic%20Story%201%20-%20CardCaptor%20Sakura%20%28Japan%29%20%28Disc%201%29%20%5BSLPS-01830%5D.rar
Anime-chic Story 1 - CardCaptor Sakura (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Anime-chic%20Story%201%20-%20CardCaptor%20Sakura%20%28Japan%29%20%28Disc%202%29%20%5BSLPS-01831%5D.rar
Animetic Story Game 1 - Card Captor Sakura (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Animetic%20Story%20Game%201%20-%20Card%20Captor%20Sakura%20%28Japan%29%20%28Disc%201%29.7z
Animetic Story Game 1 - Card Captor Sakura (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Animetic%20Story%20Game%201%20-%20Card%20Captor%20Sakura%20%28Japan%29%20%28Disc%202%29.7z
Animorphs - Shattered Reality [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Animorphs%20-%20Shattered%20Reality%20%28USA%29.7z
Anna Kournikova's Smash Court Tennis (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Anna%20Kournikova%27s%20Smash%20Court%20Tennis%20%28E%29%20%5BSCES-01833%5D.7z
Another Memories (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Another%20Memories%20%28Japan%29%20%5BSLPS-01431%5D.rar
Another Mind (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Another%20Mind%20%28Japan%29%20%5BSLPS-01655%5D.rar
Anstoss - Premier Manager (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Anstoss%20-%20Premier%20Manager%20%28G%29%20%5BSLES-02563%5D.rar
Ao no Rokugou - Antarctica (Japan) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Ao%20no%20Rokugou%20-%20Antarctica%20%28Japan%29%20%28Disc%201%29%20%5BSLPS-02940%5D.rar
Ao no Rokugou - Antarctica (Japan) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Ao%20no%20Rokugou%20-%20Antarctica%20%28Japan%29%20%28Disc%202%29%20%5BSLPS-02941%5D.rar
Aoki Ookami to Shiroki Mezika - Genchou Hishi (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Aoki%20Ookami%20to%20Shiroki%20Mezika%20-%20Genchou%20Hishi%20%28Japan%29%20%5BSLPS-01579%5D.rar
Ape Escape (Demo) (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Ape%20Escape%20%28Demo%29%20%28E%29%20%5BSCED-02133%5D.rar
Ape Escape [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Ape%20Escape%20%28USA%29.7z
Ape Escape [U] (Demo);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Ape%20Escape%20%28USA%29%20%28Demo%29.7z
Apo Nashi Gals Olympos (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Apo%20Nashi%20Gals%20Olympos%20%28Japan%29.7z
Apocalypse (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Apocalypse%20%28E%29%20%5BSLES-00460%5D.rar
Apocalypse [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Apocalypse%20%28USA%29.7z
Aqua GT (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Aqua%20GT%20%28E%29%20%5BSLES-03390%5D.rar
Aquanaut no Kyuujitsu - Memories of Summer 1996 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Aquanaut%20no%20Kyuujitsu%20-%20Memories%20of%20Summer%201996%20%28Japan%29.7z
Aquanaut no Kyuujitsu 2 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Aquanaut%20no%20Kyuujitsu%202%20%28Japan%29%20%5BSLPS-02141%5D.rar
Aquanaut's Holiday [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Aquanaut%27s%20Holiday%20%28USA%29.7z
Aquarian Age - Tokyo Wars (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Aquarian%20Age%20-%20Tokyo%20Wars%20%28Japan%29%20%5BSLPS-02731%5D.rar
Arc the Lad - Monster Game with Casino Game (J) (Disc 1) (Monster Game);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arc%20the%20Lad%20-%20Monster%20Game%20with%20Casino%20Game%20%28J%29%20%28Disc%201%29%20%28Monster%20Game%29%20%5BSCPS-10040%5D.rar
Arc the Lad - Monster Game with Casino Game (J) (Disc 2) (Casino Game);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arc%20the%20Lad%20-%20Monster%20Game%20with%20Casino%20Game%20%28J%29%20%28Disc%202%29%20%28Casino%20Game%29%20%5BSCPS-10041%5D.rar
Arc the Lad - Monster Tournament - Battle Arena [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arc%20the%20Lad%20Collection%20-%20Arc%20Arena%20-%20Monster%20Tournament%20%28USA%29.7z
Arc the Lad (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arc%20the%20Lad%20%28J%29%20%5BSCPS-10008%5D.rar
Arc the Lad [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20%28USA%29.7z
Arc the Lad Collection [Making of Disc] [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arc%20the%20Lad%20Collection%20-%20The%20Making%20of%20Arc%20the%20Lad%20%28USA%29.7z
Arc the Lad II (J) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arc%20the%20Lad%20II%20%28J%29%20%28v1.0%29%20%5BSCPS-10026%5D.rar
Arc the Lad II (J) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arc%20the%20Lad%20II%20%28J%29%20%28v1.1%29%20%5BSCPS-10026%5D.rar
Arc the Lad II [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20II%20%28USA%29.7z
Arc the Lad III (J) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arc%20the%20Lad%20III%20%28J%29%20%28Disc%201%29%20%5BSCPS-10106%5D.rar
Arc the Lad III (J) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arc%20the%20Lad%20III%20%28J%29%20%28Disc%202%29%20%5BSCPS-10107%5D.rar
Arc the Lad III [Disc1of2] [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20III%20%28USA%29%20%28Disc%201%29.7z
Arc the Lad III [Disc2of2] [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20III%20%28USA%29%20%28Disc%202%29.7z
Arcade Party Pack [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arcade%20Party%20Pak%20%28USA%29.7z
Arcade's Greatest Hits - The Atari Collection 1[U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arcade%27s%20Greatest%20Hits%20-%20The%20Atari%20Collection%201%20%28USA%29.7z
Arcade's Greatest Hits - The Atari Collection 2 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arcade%27s%20Greatest%20Hits%20-%20The%20Atari%20Collection%202%20%28USA%29.7z
Arcade's Greatest Hits - Williams [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Williams%20Arcade%27s%20Greatest%20Hits%20%28USA%29.7z
Arcade's Greatest Hits Midway 2;http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Arcade%27s%20Greatest%20Hits%20-%20The%20Midway%20Collection%202%20%28USA%29.7z
Archer Maclean's 3D Pool (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Archer%20Maclean%27s%203D%20Pool%20%28E%29%20%5BSLES-04096%5D.rar
Area 51 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Area%2051%20%28Japan%29.7z
Area 51 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Area%2051%20%28USA%29%20%28v1.1%29.7z
Area 51 [U] (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Area%2051%20%28USA%29%20%28v1.0%29.7z
Arkana Senki Ludo (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Arkana%20Senki%20Ludo%20%28Japan%29%20%5BSLPS-01438%5D.rar
Arkanoid R 2000 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Arkanoid%20R%202000%20%28Japan%29%20%5BSLPM-86262%5D.rar
Arkanoid Returns (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Arkanoid%20Returns%20%28J%29%20%5BSLPS-00948%5D.rar
Armed Core (Japan) (Demo);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Armed%20Core%20%28Japan%29%20%28Demo%29%20%5BSLPM-80118%5D.rar
Armed Fighter (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Armed%20Fighter%20%28Japan%29%20%5BSLPS-01598%5D.rar
Armored Core - Master of Arena (J) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Armored%20Core%20-%20Master%20of%20Arena%20%28J%29%20%28Disc%201%29%20%5BSLPS-01855%5D.rar
Armored Core - Master of Arena (J) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Armored%20Core%20-%20Master%20of%20Arena%20%28J%29%20%28Disc%202%29%20%5BSLPS-01856%5D.rar
Armored Core - Master of Arena (Japan) (Disc 1) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Armored%20Core%20-%20Master%20of%20Arena%20%28Japan%29%20%28Disc%201%29%20%28v1.0%29.7z
Armored Core - Master of Arena (Japan) (Disc 1) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Armored%20Core%20-%20Master%20of%20Arena%20%28Japan%29%20%28Disc%201%29%20%28v1.1%29.7z
Armored Core - Master of Arena (Japan) (Disc 2) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Armored%20Core%20-%20Master%20of%20Arena%20%28Japan%29%20%28Disc%202%29%20%28v1.0%29.7z
Armored Core - Master of Arena (Japan) (Disc 2) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Armored%20Core%20-%20Master%20of%20Arena%20%28Japan%29%20%28Disc%202%29%20%28v1.1%29.7z
Armored Core - Master of Arena [Disc1of2] [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Armored%20Core%20-%20Master%20of%20Arena%20%28USA%29%20%28Disc%201%29.7z
Armored Core - Master of Arena [Disc2of2] [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Armored%20Core%20-%20Master%20of%20Arena%20%28USA%29%20%28Disc%202%29.7z
Armored Core - Project Phantasma (J) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Armored%20Core%20-%20Project%20Phantasma%20%28J%29%20%28v1.0%29%20%5BSLPS-01130%5D.rar
